biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
Q9NS00	Q9NS00	C1GALT1	C	22.87	canonical	  0.999	  0.000	14	  0.110	6									Q9NS00	4871	4				coreProteome GENCODE_v48 SP sp|Q9NS00|C1GLT_HUMAN Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=C1GALT1 PE=1 SV=1 	Homo sapiens
Q9BXK5	Q9BXK5	BCL2L13	C	23.3	canonical	  0.999	  0.000	18	  0.110	7									Q9BXK5	4549	26				coreProteome GENCODE_v48 SP sp|Q9BXK5|B2L13_HUMAN Bcl-2-like protein 13 OS=Homo sapiens OX=9606 GN=BCL2L13 PE=1 SV=1 \VariantSimple=(46|R)(46|T)(55|V)(360|S)	Homo sapiens
P36405	P36405	ARL3	C	51.65	canonical	  0.999	  0.000	9	  0.110	6									P36405	2140	1				coreProteome GENCODE_v48 SP sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2 \VariantSimple=(34|M)(90|C)(149|C)(149|H)	Homo sapiens
O95782	O95782	AP2A1	C	31.63	canonical	  0.999	  0.000	47	  0.110	18									O95782	1222	64				coreProteome GENCODE_v48 SP sp|O95782|AP2A1_HUMAN AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3 \VariantSimple=(270|L)	Homo sapiens
Q9UKV8	Q9UKV8	AGO2	C	19.91	canonical	  0.999	  0.000	38	  0.110	13									Q9UKV8	5163	48				coreProteome GENCODE_v48 SP sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3 \VariantSimple=(192|P)(201|C)(201|V)(203|Q)(357|M)(364|T)(367|P)(573|S)(733|R)(751|Y)(760|R)	Homo sapiens
P52594	P52594	AGFG1	C	20.46	canonical	  0.999	  0.000	17	  0.110	10									P52594	2437	16				coreProteome GENCODE_v48 SP sp|P52594|AGFG1_HUMAN Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2 	Homo sapiens
O75351	O75351	VPS4B	C	19.59	canonical	  0.999	  0.000	21	  0.100	5									O75351	1042	29				coreProteome GENCODE_v48 SP sp|O75351|VPS4B_HUMAN Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2 \VariantSimple=(58|M)	Homo sapiens
P15692	P15692	VEGFA	C	14.18	canonical	  0.999	  0.000	14	  0.100	5									P15692	1721	37				"coreProteome GENCODE_v48 SP sp|P15692|VEGFA_HUMAN Vascular endothelial growth factor A, long form OS=Homo sapiens OX=9606 GN=VEGFA PE=1 SV=3 "	Homo sapiens
Q9H832	Q9H832	UBE2Z	C	17.23	canonical	  0.999	  0.000	12	  0.100	3									Q9H832	4724	9				coreProteome GENCODE_v48 SP sp|Q9H832|UBE2Z_HUMAN Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens OX=9606 GN=UBE2Z PE=1 SV=2 	Homo sapiens
O14933	O14933	UBE2L6	C	41.18	canonical	  0.999	  0.000	7	  0.100	4									O14933	783	12				coreProteome GENCODE_v48 SP sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4 	Homo sapiens
Q16222	Q16222	UAP1	C	41.19	canonical	  0.999	  0.000	23	  0.100	12									Q16222	3239	5				coreProteome GENCODE_v48 SP sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3 \VariantSimple=(418|H)	Homo sapiens
Q12792	Q12792	TWF1	C	33.14	canonical	  0.999	  0.000	18	  0.100	9									Q6IBS0	3485	32				coreProteome GENCODE_v48 SP sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3 \VariantSimple=(349|S)	Homo sapiens
Q99598	Q99598	TSNAX	C	27.24	canonical	  0.999	  0.000	14	  0.100	5									Q99598	4407	19				coreProteome GENCODE_v48 SP sp|Q99598|TSNAX_HUMAN Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1 	Homo sapiens
Q9NXH8	Q9NXH8	TOR4A	C	16.55	canonical	  0.999	  0.000	19	  0.100	5									Q9NXH8	4951	1				coreProteome GENCODE_v48 SP sp|Q9NXH8|TOR4A_HUMAN Torsin-4A OS=Homo sapiens OX=9606 GN=TOR4A PE=1 SV=2 	Homo sapiens
Q9UKE5	Q9UKE5	TNIK	C	12.72	canonical	  0.999	  0.000	50	  0.100	16									Q9UKE5	5150	165				coreProteome GENCODE_v48 SP sp|Q9UKE5|TNIK_HUMAN TRAF2 and NCK-interacting protein kinase OS=Homo sapiens OX=9606 GN=TNIK PE=1 SV=1 \VariantSimple=(778|E)(910|E)(999|T)	Homo sapiens
P57088	P57088	TMEM33	C	15.38	canonical	  0.999	  0.000	9	  0.100	2									P57088	2552	4				coreProteome GENCODE_v48 SP sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2 	Homo sapiens
Q9UJW2	Q9UJW2	TINAG	C	22.48	canonical	  0.999	  0.000	23	  0.100	8									Q9UJW2	5136	17				coreProteome GENCODE_v48 SP sp|Q9UJW2|TINAG_HUMAN Tubulointerstitial nephritis antigen OS=Homo sapiens OX=9606 GN=TINAG PE=1 SV=3 \VariantSimple=(3|A)(22|R)(158|P)(413|I)(433|L)	Homo sapiens
P61278	P61278	SST	C	20.69	canonical	  0.999	  0.000	3	  0.100	2									P61278	2604	1				coreProteome GENCODE_v48 SP sp|P61278|SMS_HUMAN Somatostatin OS=Homo sapiens OX=9606 GN=SST PE=1 SV=1 \VariantSimple=(11|V)(61|T)	Homo sapiens
Q8NBX0	Q8NBX0	SCCPDH	C	18.88	canonical	  0.999	  0.000	15	  0.100	4									Q8NBX0	3906	2				coreProteome GENCODE_v48 SP sp|Q8NBX0|SCPDL_HUMAN Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens OX=9606 GN=SCCPDH PE=1 SV=1 \VariantSimple=(418|R)	Homo sapiens
O14828	O14828	SCAMP3	C	18.44	canonical	  0.999	  0.000	10	  0.100	4									O14828	774	45				coreProteome GENCODE_v48 SP sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3 \VariantSimple=(38|R)(235|A)(239|N)(242|D)	Homo sapiens
Q9Y3A5	Q9Y3A5	SBDS	C	34.4	canonical	  0.999	  0.000	13	  0.100	6									Q9Y3A5	5298	10				coreProteome GENCODE_v48 SP sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4 \VariantSimple=(8|K)(33|T)(44|G)(67|E)(87|S)(126|T)(169|C)(212|T)	Homo sapiens
P00797	P00797	REN	C	14.53	canonical	  0.999	  0.000	15	  0.100	4									P00797	1272	4				coreProteome GENCODE_v48 SP sp|P00797|RENI_HUMAN Renin OS=Homo sapiens OX=9606 GN=REN PE=1 SV=1 \VariantSimple=(16|R)(33|W)(104|N)(160|K)(217|R)(230|K)	Homo sapiens
P53801	P53801	PTTG1IP	C	16.67	canonical	  0.999	  0.000	6	  0.100	2									P53801	2472	6				coreProteome GENCODE_v48 SP sp|P53801|PTTG_HUMAN Pituitary tumor-transforming gene 1 protein-interacting protein OS=Homo sapiens OX=9606 GN=PTTG1IP PE=1 SV=1 	Homo sapiens
P01298	P01298	PPY	C	51.58	canonical	  0.999	  0.000	3	  0.100	3									P01298	1297	7				coreProteome GENCODE_v48 SP sp|P01298|PAHO_HUMAN Pancreatic polypeptide prohormone OS=Homo sapiens OX=9606 GN=PPY PE=1 SV=1 \VariantSimple=(78|G)	Homo sapiens
Q96CD2	Q96CD2	PPCDC	C	16.18	canonical	  0.998	  0.000	9	  0.100	2									Q96CD2	4205	7				coreProteome GENCODE_v48 SP sp|Q96CD2|COAC_HUMAN Phosphopantothenoylcysteine decarboxylase OS=Homo sapiens OX=9606 GN=PPCDC PE=1 SV=2 \VariantSimple=(78|M)	Homo sapiens
Q10713	Q10713	PMPCA	C	10.48	canonical	  0.999	  0.000	23	  0.100	3									Q10713	2902	25				coreProteome GENCODE_v48 SP sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2 \VariantSimple=(96|L)(256|M)(377|T)(515|R)	Homo sapiens
P11177	P11177	PDHB	C	32.03	canonical	  0.999	  0.000	15	  0.100	7									P11177	1610	24				"coreProteome GENCODE_v48 SP sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3 \VariantSimple=(31|V)(132|C)(344|S)"	Homo sapiens
Q9GZP0	Q9GZP0	PDGFD	C	8.38	canonical	  0.999	  0.000	16	  0.100	4									Q9GZP0	4611	3				coreProteome GENCODE_v48 SP sp|Q9GZP0|PDGFD_HUMAN Platelet-derived growth factor D OS=Homo sapiens OX=9606 GN=PDGFD PE=1 SV=1 \VariantSimple=(190|V)(202|Y)	Homo sapiens
Q9H0P0	Q9H0P0	NT5C3A	C	25.6	canonical	  0.999	  0.000	16	  0.100	6									Q9H0P0	4640	12				coreProteome GENCODE_v48 SP sp|Q9H0P0|5NT3A_HUMAN Cytosolic 5'-nucleotidase 3A OS=Homo sapiens OX=9606 GN=NT5C3A PE=1 SV=3 \VariantSimple=(95|G)(113|R)(137|V)(181|P)(207|R)(229|S)(280|R)(297|T)	Homo sapiens
Q08J23	Q08J23	NSUN2	C	43.81	canonical	  0.999	  0.000	34	  0.100	22									Q08J23	2886	16				coreProteome GENCODE_v48 SP sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2 \VariantSimple=(627|I)(679|R)	Homo sapiens
Q9Y2X3	Q9Y2X3	NOP58	C	16.64	canonical	  0.999	  0.000	19	  0.100	5									Q9Y2X3	5278	7				coreProteome GENCODE_v48 SP sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1 \VariantSimple=(387|T)(389|P)(400|A)(508|P)	Homo sapiens
Q9UFN0	Q9UFN0	NIPSNAP3A	C	25.91	canonical	  0.999	  0.000	11	  0.100	4									Q9UFN0	5079	7				coreProteome GENCODE_v48 SP sp|Q9UFN0|NPS3A_HUMAN Protein NipSnap homolog 3A OS=Homo sapiens OX=9606 GN=NIPSNAP3A PE=1 SV=2 \VariantSimple=(100|Q)	Homo sapiens
Q4G0N4	Q4G0N4	NADK2	C	34.16	canonical	  0.999	  0.000	20	  0.100	11									Q4G0N4	3324	17				"coreProteome GENCODE_v48 SP sp|Q4G0N4|NADK2_HUMAN NAD kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=NADK2 PE=1 SV=2 "	Homo sapiens
Q9BXJ9	Q9BXJ9	NAA15	C	18.94	canonical	  0.999	  0.000	39	  0.100	9									Q9BXJ9	4548	33				"coreProteome GENCODE_v48 SP sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1 \(52|866|-)(112|N)(290|866|-)(450|E)(475|V)(565|866|-)(696|866|-)(782|866|-)(797|866|-)"	Homo sapiens
O00159	O00159	MYO1C	C	26.72	canonical	  0.999	  0.000	44	  0.100	18									O00159	687	32				coreProteome GENCODE_v48 SP sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4 \VariantSimple=(795|I)(826|R)	Homo sapiens
O43312	O43312	MTSS1	C	20.53	canonical	  0.999	  0.000	27	  0.100	10									O43312	865	48				coreProteome GENCODE_v48 SP sp|O43312|MTSS1_HUMAN Protein MTSS 1 OS=Homo sapiens OX=9606 GN=MTSS1 PE=1 SV=2 \VariantSimple=(305|I)(725|A)	Homo sapiens
P25205	P25205	MCM3	C	35.02	canonical	  0.999	  0.000	38	  0.100	18									P25205	1934	22				coreProteome GENCODE_v48 SP sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3 \VariantSimple=(105|G)(280|V)(287|L)(590|L)(774|W)(777|K)	Homo sapiens
Q9P2J5	Q9P2J5	LARS1	C	26.19	canonical	  0.999	  0.000	46	  0.100	23									Q9P2J5	5035	27				"coreProteome GENCODE_v48 SP sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2 \VariantSimple=(82|R)(373|C)(1088|K)"	Homo sapiens
P05111	P05111	INHA	C	11.2	canonical	  0.999	  0.000	13	  0.100	3									P05111	1404	1				coreProteome GENCODE_v48 SP sp|P05111|INHA_HUMAN Inhibin alpha chain OS=Homo sapiens OX=9606 GN=INHA PE=1 SV=1 \VariantSimple=(60|L)(227|R)(257|T)	Homo sapiens
Q1KMD3	Q1KMD3	HNRNPUL2	C	33.33	canonical	  0.999	  0.000	27	  0.100	20									Q1KMD3	3293	5				coreProteome GENCODE_v48 SP sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1 	Homo sapiens
Q7Z4H3	Q7Z4H3	HDDC2	C	31.86	canonical	  0.999	  0.000	8	  0.100	4									Q7Z4H3	3668	9				coreProteome GENCODE_v48 SP sp|Q7Z4H3|HDDC2_HUMAN 5'-deoxynucleotidase HDDC2 OS=Homo sapiens OX=9606 GN=HDDC2 PE=1 SV=1 \VariantSimple=(64|C)	Homo sapiens
Q9Y4H4	Q9Y4H4	GPSM3	C	20	canonical	  0.999	  0.000	6	  0.100	2									Q9Y4H4	5332	7				coreProteome GENCODE_v48 SP sp|Q9Y4H4|GPSM3_HUMAN G-protein-signaling modulator 3 OS=Homo sapiens OX=9606 GN=GPSM3 PE=1 SV=1 	Homo sapiens
Q92616	Q92616	GCN1	C	20.63	canonical	  0.999	  0.000	123	  0.100	34									Q92616	4098	19				coreProteome GENCODE_v48 SP sp|Q92616|GCN1_HUMAN Stalled ribosome sensor GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7 \VariantSimple=(2155|Y)	Homo sapiens
P54803	P54803	GALC	C	18.69	canonical	  0.999	  0.000	25	  0.100	8									P54803	2490	22				coreProteome GENCODE_v48 SP sp|P54803|GALC_HUMAN Galactocerebrosidase OS=Homo sapiens OX=9606 GN=GALC PE=1 SV=3 \VariantSimple=(21|P)(41|S)(59|R)(68|F)(79|H)(82|M)(111|D)(111|S)(112|A)(117|L)(130|K)(184|C)(187|V)(194|A)(248|N)(250|T)(263|T)(278|I)(284|S)(	Homo sapiens
Q14512	Q14512	FGFBP1	C	11.54	canonical	  0.999	  0.000	7	  0.100	2									Q14512	3102	1				coreProteome GENCODE_v48 SP sp|Q14512|FGFP1_HUMAN Fibroblast growth factor-binding protein 1 OS=Homo sapiens OX=9606 GN=FGFBP1 PE=1 SV=1 	Homo sapiens
Q96BQ1	Q96BQ1	FAM3D	C	27.68	canonical	  0.999	  0.000	11	  0.100	4									Q96BQ1	4194	9				coreProteome GENCODE_v48 SP sp|Q96BQ1|FAM3D_HUMAN Protein FAM3D OS=Homo sapiens OX=9606 GN=FAM3D PE=1 SV=1 \VariantSimple=(60|S)(118|S)	Homo sapiens
Q96HE7	Q96HE7	ERO1A	C	23.93	canonical	  0.999	  0.000	18	  0.100	7									Q96HE7	4272	29				coreProteome GENCODE_v48 SP sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2 	Homo sapiens
Q86SJ6	Q86SJ6	DSG4	C	10.58	canonical	  0.999	  0.000	32	  0.100	8									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q86SJ6|DSG4_HUMAN Desmoglein-4 OS=Homo sapiens OX=9606 GN=DSG4 PE=1 SV=1 \(125|335|-)(129|S)(154|T)(267|R)(323|G)(535|T)(644|L)(823|1040|-)	Homo sapiens
Q96EY1	Q96EY1	DNAJA3	C	7.29	canonical	  0.999	  0.000	18	  0.100	2									Q96EY1	4239	7				"coreProteome GENCODE_v48 SP sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2 \VariantSimple=(75|Y)"	Homo sapiens
P98082	P98082	DAB2	C	20.65	canonical	  0.999	  0.000	25	  0.100	11									P98082	2754	8				coreProteome GENCODE_v48 SP sp|P98082|DAB2_HUMAN Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3 \VariantSimple=(586|I)(634|N)	Homo sapiens
O60494	O60494	CUBN	C	10.71	canonical	  0.999	  0.000	119	  0.100	31									O60494	958	15				coreProteome GENCODE_v48 SP sp|O60494|CUBN_HUMAN Cubilin OS=Homo sapiens OX=9606 GN=CUBN PE=1 SV=5 \VariantSimple=(55|M)(66|R)(124|I)(253|S)(335|T)(337|L)(389|T)(504|M)(730|Y)(786|Q)(969|V)(1032|H)(1112|E)(1158|3623|-)(1297|L)(1303|H)(1487|3623|-)(1545|Y)	Homo sapiens
P54107	P54107	CRISP1	C	22.89	canonical	  0.999	  0.000	8	  0.100	5									P54107	2478	4				coreProteome GENCODE_v48 SP sp|P54107|CRIS1_HUMAN Cysteine-rich secretory protein 1 OS=Homo sapiens OX=9606 GN=CRISP1 PE=1 SV=1 	Homo sapiens
P06850	P06850	CRH	C	44.39	canonical	  0.999	  0.000	9	  0.100	5									P06850	1447	1				coreProteome GENCODE_v48 SP sp|P06850|CRF_HUMAN Corticoliberin OS=Homo sapiens OX=9606 GN=CRH PE=1 SV=1 \VariantSimple=(30|R)	Homo sapiens
Q5IJ48	Q5IJ48	CRB2	C	22.49	canonical	  0.999	  0.000	41	  0.100	16									Q5IJ48	3372	12				coreProteome GENCODE_v48 SP sp|Q5IJ48|CRUM2_HUMAN Protein crumbs homolog 2 OS=Homo sapiens OX=9606 GN=CRB2 PE=1 SV=2 \VariantSimple=(46|L)(90|N)(97|L)(116|L)(145|T)(149|1285|-)(159|A)(187|D)(351|T)(498|C)(534|Q)(610|W)(620|S)(628|C)(629|S)(633|W)(643|A)(6	Homo sapiens
Q02246	Q02246	CNTN2	C	11.92	canonical	  0.999	  0.000	39	  0.100	8									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q02246|CNTN2_HUMAN Contactin-2 OS=Homo sapiens OX=9606 GN=CNTN2 PE=1 SV=1 \VariantSimple=(145|T)(366|L)(657|W)(1024|I)	Homo sapiens
P54105	P54105	CLNS1A	C	42.19	canonical	  0.999	  0.000	7	  0.100	5									P54105	2477	14				coreProteome GENCODE_v48 SP sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1 \VariantSimple=(20|H)(218|T)	Homo sapiens
Q96G23	Q96G23	CERS2	C	9.47	canonical	  0.999	  0.000	13	  0.100	2									Q96G23	4256	12				coreProteome GENCODE_v48 SP sp|Q96G23|CERS2_HUMAN Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1 \VariantSimple=(115|A)	Homo sapiens
P55283	P55283	CDH4	C	11.14	canonical	  0.999	  0.000	28	  0.100	9									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P55283|CADH4_HUMAN Cadherin-4 OS=Homo sapiens OX=9606 GN=CDH4 PE=1 SV=2 \VariantSimple=(141|V)(625|R)	Homo sapiens
P34810	P34810	CD68	C	11.02	canonical	  0.999	  0.000	8	  0.100	4									P34810	2097	6				coreProteome GENCODE_v48 SP sp|P34810|CD68_HUMAN Macrosialin OS=Homo sapiens OX=9606 GN=CD68 PE=1 SV=2 \VariantSimple=(254|K)(329|T)(340|T)(350|T)	Homo sapiens
P48509	P48509	CD151	C	10.67	canonical	  0.999	  0.000	10	  0.100	3									P48509	2299	8				coreProteome GENCODE_v48 SP sp|P48509|CD151_HUMAN CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3 \VariantSimple=(120|M)(132|R)(137|S)(178|H)	Homo sapiens
O43570	O43570	CA12	C	17.8	canonical	  0.999	  0.000	12	  0.100	4									O43570	889	4				coreProteome GENCODE_v48 SP sp|O43570|CAH12_HUMAN Carbonic anhydrase 12 OS=Homo sapiens OX=9606 GN=CA12 PE=1 SV=1 \VariantSimple=(121|Q)(143|K)	Homo sapiens
Q00973	Q00973	B4GALNT1	C	16.14	canonical	  0.999	  0.000	22	  0.100	6									Q00973	2775	44				"coreProteome GENCODE_v48 SP sp|Q00973|B4GN1_HUMAN Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GALNT1 PE=1 SV=2 \VariantSimple=(35|V)(172|R)(300|C)(433|A)(516|V)"	Homo sapiens
Q8WWM7	Q8WWM7	ATXN2L	C	4.28	canonical	  0.999	  0.000	31	  0.100	3									Q8WWM7	4053	93				coreProteome GENCODE_v48 SP sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2 	Homo sapiens
Q8NEU8	Q8NEU8	APPL2	C	20.78	canonical	  0.999	  0.000	30	  0.100	10									Q8NEU8	3939	25				coreProteome GENCODE_v48 SP sp|Q8NEU8|DP13B_HUMAN DCC-interacting protein 13-beta OS=Homo sapiens OX=9606 GN=APPL2 PE=1 SV=3 \VariantSimple=(433|V)	Homo sapiens
Q9BXS5	Q9BXS5	AP1M1	C	35.7	canonical	  0.999	  0.000	19	  0.100	10									Q9BXS5	4554	31				coreProteome GENCODE_v48 SP sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3 \VariantSimple=(303|Q)	Homo sapiens
Q01432	Q01432	AMPD3	C	16.56	canonical	  0.999	  0.000	27	  0.100	9									Q01432	2783	26				coreProteome GENCODE_v48 SP sp|Q01432|AMPD3_HUMAN AMP deaminase 3 OS=Homo sapiens OX=9606 GN=AMPD3 PE=1 SV=1 \VariantSimple=(185|W)(310|K)(311|L)(320|V)(324|T)(331|C)(402|C)(450|R)(455|H)(573|C)(585|L)(712|P)	Homo sapiens
Q9BYJ1	Q9BYJ1	ALOXE3	C	6.89	canonical	  0.999	  0.000	25	  0.100	4									Q9BYJ1	4573	20				coreProteome GENCODE_v48 SP sp|Q9BYJ1|LOXE3_HUMAN Hydroperoxide isomerase ALOXE3 OS=Homo sapiens OX=9606 GN=ALOXE3 PE=1 SV=1 \VariantSimple=(237|M)(281|V)(344|P)(396|S)(427|P)(500|F)(630|L)	Homo sapiens
Q8IVF2	Q8IVF2	AHNAK2	C	14.93	canonical	  0.999	  0.000	236	  0.100	14									Q09666	2890	20				coreProteome GENCODE_v48 SP sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2 \VariantSimple=(525|A)(1266|M)(1298|I)(1470|V)(1856|D)(2107|V)(2115|R)(2146|V)(2410|R)(2429|E)(2430|V)(2503|A)(2616|A)(2862|S)(3176|E)(3177|V)(333	Homo sapiens
P35612	P35612	ADD2	C	26.45	canonical	  0.999	  0.000	28	  0.100	12									P35612	2127	18				coreProteome GENCODE_v48 SP sp|P35612|ADDB_HUMAN Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3 \VariantSimple=(28|N)(98|C)(335|D)(439|A)(663|R)	Homo sapiens
O75173	O75173	ADAMTS4	C	9.08	canonical	  0.999	  0.000	32	  0.100	5									O75173	1025	6				coreProteome GENCODE_v48 SP sp|O75173|ATS4_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Homo sapiens OX=9606 GN=ADAMTS4 PE=1 SV=3 \VariantSimple=(4|I)(77|T)(304|N)(369|V)(552|T)(564|A)(626|R)(836|K)	Homo sapiens
Q15911	Q15911	ZFHX3	C	1.92	canonical	  0.999	  0.000	107	  0.090	7									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q15911|ZFHX3_HUMAN Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2 \VariantSimple=(72|A)(146|G)(428|P)(460|Q)(777|A)(997|S)(3374|V)(3377|3384|-)(3421|A)(3527|GGG)	Homo sapiens
O15498	O15498	YKT6	C	40.4	canonical	  0.999	  0.000	9	  0.090	5									O15498	841	10				coreProteome GENCODE_v48 SP sp|O15498|YKT6_HUMAN Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1 	Homo sapiens
Q4G0F5	Q4G0F5	VPS26B	C	19.35	canonical	  0.999	  0.000	13	  0.090	5									Q4G0F5	3322	10				coreProteome GENCODE_v48 SP sp|Q4G0F5|VP26B_HUMAN Vacuolar protein sorting-associated protein 26B OS=Homo sapiens OX=9606 GN=VPS26B PE=1 SV=2 	Homo sapiens
Q6UXI7	Q6UXI7	VIT	C	11.65	canonical	  0.999	  0.000	24	  0.090	6									Q6UXI7	3580	18				coreProteome GENCODE_v48 SP sp|Q6UXI7|VITRN_HUMAN Vitrin OS=Homo sapiens OX=9606 GN=VIT PE=1 SV=1 \VariantSimple=(555|R)(559|I)(658|Y)	Homo sapiens
Q04323	Q04323	UBXN1	C	43.1	canonical	  0.999	  0.000	9	  0.090	6									Q04323	2827	15				coreProteome GENCODE_v48 SP sp|Q04323|UBXN1_HUMAN UBX domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=2 \VariantSimple=(56|F)	Homo sapiens
Q9GZZ9	Q9GZZ9	UBA5	C	28.96	canonical	  0.999	  0.000	12	  0.090	6									Q9GZZ9	4625	10				coreProteome GENCODE_v48 SP sp|Q9GZZ9|UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5 PE=1 SV=1 \VariantSimple=(55|H)(57|V)(168|E)(246|404|-)(260|M)(310|E)(371|T)(389|Y)	Homo sapiens
Q8NFU3	Q8NFU3	TSTD1	C	29.57	canonical	  0.999	  0.000	5	  0.090	3									Q8NFU3	3949	12				coreProteome GENCODE_v48 SP sp|Q8NFU3|TSTD1_HUMAN Thiosulfate:glutathione sulfurtransferase OS=Homo sapiens OX=9606 GN=TSTD1 PE=1 SV=3 	Homo sapiens
Q14134	Q14134	TRIM29	C	15.99	canonical	  0.999	  0.000	25	  0.090	6									Q14134	3067	16				coreProteome GENCODE_v48 SP sp|Q14134|TRI29_HUMAN Tripartite motif-containing protein 29 OS=Homo sapiens OX=9606 GN=TRIM29 PE=1 SV=2 \VariantSimple=(514|F)	Homo sapiens
